orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
2938,kurz,1,"[('anita kurian', 68), ('robert kuznia', 68), ('daniel kuritzkes', 68), ('kurt schley', 68), ('anita kurlan', 68), ('sanjay kurani', 68), ('makur matur koriom', 68), ('karine le roch', 45), ('ajay kumar bharti', 45), ('raja krishnamoorthi', 45), ('kristina crothers', 45), ('nirmal kumar', 45), ('munzer al khalil', 45), ('arvind kumar', 45), ('kranthi achanta', 45), ('kerry gateley', 45), ('atul kulkarni', 45), ('karl lauterbach', 45), ('jessica krant', 45), ('anthony kreis', 45)]",na,,,,,,,,,,,,,,
2942,kylie,1,"[('kylie wagstaff', 90), ('kylie jenner', 90), ('kylie ainslie', 90), ('kyle bass', 76), ('kyle edgar', 76), ('kayleigh mcenany', 72), ('susan kline', 72), ('munzer al khalil', 54), ('kimberly powers', 54), ('tim killian', 54), ('philippe klein', 54), ('r daniel kelemen', 54), ('kendall kiser', 54), ('sabra klein', 54), ('becky kennedy', 54), ('katie combs prichard', 54), ('charlie kirk', 54), ('cameron kaiser', 54), ('munther khalil', 54), ('natalie klein', 54)]",na,,,,,,,,,,,,,,
2953,laith jubr,2,"[('lin', 60), ('liu', 60), ('brett litz', 57), ('bob lahita', 57), ('keith jerome', 55), ('ulrich jorde', 55), ('lazio', 54), ('jonathan abraham', 54), ('matthew j kluger', 54), ('jakub tolar', 54), ('jonathan abramowitz', 54), ('jason leitch', 52), ('anita juvvadi', 52), ('leah washburn', 52), ('elizabeth joh', 52), ('lindsay perez huber', 51), ('lawrence journal world', 51), ('david lubarsky', 50), ('li lanjuan', 50), ('ashish jha', 50)]",na,,,,,,,,,,,,,,
2956,lamas,1,"[('lisa delamaine', 72), ('lamar hasbrouck', 72), ('frank lampard', 72), ('langa', 60), ('shondipon laha', 60), ('abbott labs', 60), ('luana marques', 56), ('rush limbaugh', 54), ('james leduc', 54), ('siu ping lam', 54), ('lara trump', 54), ('james lawler', 54), ('laura drohan', 54), ('marc lamont hill', 54), ('anne lashford', 54), ('liam smeeth', 54), ('nicolas locker', 54), ('leila barraza', 54), ('laura martinez', 54), ('lomanowska', 54)]",na,,,,,,,,,,,,,,
2960,langa,1,"[('tim lang', 80), ('liang wannian', 72), ('li wenliang', 72), ('li liang', 72), ('liu liang', 72), ('leana wen', 72), ('rhea liang', 72), ('linda anegawa', 72), ('luana marques', 72), ('liang zong an', 72), ('helene langevin', 72), ('liliana brown', 68), ('lin', 60), ('leung', 60), ('liu chuang', 60), ('hsu li yang', 60), ('hosier lane', 60), ('leyi wang', 60), ('lamas', 60), ('dakotah lane', 60)]",na,,,,,,,,,,,,,,
2976,larry nassar,2,"[('larry marshall', 69), ('larz', 68), ('larry harris', 67), ('larry chu', 67), ('larry hogan', 61), ('o leary', 61), ('larry white', 59), ('larry hamermesh', 59), ('lauren sauer', 58), ('larry madoff', 58), ('laura sienas', 58), ('baliga nagar', 58), ('larry eisenstein', 57), ('larry ellison', 56), ('shawn nasseri', 56), ('larry kudlow', 56), ('larry kociolek', 56), ('larry brilliant', 56), ('larry tiefenbrunn', 56), ('larry burchett', 56)]",na,,,,,,,,,,,,,,https://www.bbc.com/news/topics/clwx28lpp90t/larry-nassar-sex-abuse-scandal
2979,larz,1,"[('ralph lauren', 68), ('lawrence lessig', 68), ('laurie archbald pannone', 68), ('mark lawrence schrad', 68), ('laurence steinberg', 68), ('lara trump', 68), ('laura drohan', 68), ('larry ellison', 68), ('lauren ancel meyers', 68), ('larry nassar', 68), ('laurie mcginley', 68), ('laura martinez', 68), ('lauren matta', 68), ('laura l carstensen', 68), ('lawrence young', 68), ('larry hogan', 68), ('laura gonzalez', 68), ('linda alvarez', 68), ('laura huckins', 68), ('laura riley', 68)]",na,,,,,,,,,,,,,,
3001,lauren matta,2,"[('lauren ancel meyers', 86), ('mattia', 82), ('laurie garrett', 69), ('matt blaze', 69), ('larz', 68), ('lauren sauer', 67), ('matt frieman', 64), ('laurie santos', 64), ('barun mathema', 64), ('lauren gardner', 64), ('lauren green', 64), ('ralph lauren', 64), ('suresh mittal', 64), ('laura hammitt', 64), ('laura martinez', 62), ('laurence tribe', 62), ('bela matyas', 61), ('matt gaetz', 61), ('mark lurie', 61), ('laurence steinberg', 60)]",na,,,,,,,,,,,,,,
3013,lawrence journal world,3,"[('lawrence young', 86), ('larz', 68), ('lawrence o donnell', 66), ('lawrence lessig', 66), ('steven lawrence', 66), ('lawrence o gostin', 64), ('laurence burnsed', 63), ('lawrence glickman', 61), ('lance hill', 60), ('warren', 60), ('alex ward', 60), ('mark lawrence schrad', 59), ('ronald waldman', 58), ('laurence tribe', 58), ('lance dodes', 58), ('john taylor', 58), ('jordan laser', 57), ('karen law', 57), ('brendan wren', 57), ('lauren green', 57)]",na,,,,,,,,,,,,,,
3018,lazio,1,"[('liza fazio', 72), ('lisa fazio', 72), ('lorenzo grazioli', 72), ('larz', 67), ('lai heng foong', 64), ('li', 57), ('lo', 57), ('liu zi', 55), ('lopez regalado', 54), ('lionel p robert jr', 54), ('laurie archbald pannone', 54), ('shengjie lai', 54), ('daniel lopez regalado', 54), ('neil leibowitz', 54), ('marc lamont hill', 54), ('larry ellison', 54), ('lacie gregory', 54), ('andrew lakoff', 54), ('laurie mcginley', 54), ('william lacourt', 54)]",na,,,,,,,,,,,,,,
3024,lee,1,"[('jena lee', 90), ('bruce y lee', 90), ('lee hyukmin', 90), ('barbara lee', 90), ('shawna lee', 90), ('erika lee', 90), ('lee duckhwan', 90), ('lee riley', 90), ('i min lee', 90), ('tenpao lee', 90), ('lee miringoff', 90), ('lee chang min', 90), ('mike lee', 90), ('christopher lee', 90), ('lee branstetter', 90), ('kelley lee', 90), ('teddy lee', 90), ('reutersjason lee beijing', 90), ('thomas lee', 90), ('rachael lee', 90)]",na,,,,,,,,,,,,,,
3026,lee chang min,3,"[('lee', 90), ('jena lee', 86), ('zhou min', 86), ('mike lee', 86), ('reutersjason lee beijing', 86), ('i min lee', 84), ('chant', 72), ('joe chang', 67), ('kee cheung oam', 67), ('lee schwamm', 67), ('lee hyukmin', 67), ('tom chang', 67), ('liu chuang', 66), ('jinlene chan', 64), ('lee duckhwan', 64), ('albert chang', 64), ('fang li', 64), ('ann leen', 64), ('helene langevin', 64), ('mei zhongming', 62)]",na,,,,,,,,,,,,,,
3039,lenox hill,2,"[('marc lamont hill', 86), ('marianne gausche hill', 86), ('laureen hill', 73), ('lance hill', 70), ('loren miller', 64), ('nicholas hill', 61), ('lin', 60), ('lee', 60), ('derek hill', 60), ('katie hill', 60), ('carolyn hiller', 58), ('chapel hill', 57), ('hilary lin', 57), ('ian hall', 56), ('alex hsu', 56), ('lina hidalgo', 55), ('ebony hilton', 55), ('drew hammill', 55), ('len horovitz', 55), ('henry miller', 55)]",na,,a hospital,,,,,,,,,,,,
3041,leonard,1,"[('leonard go', 95), ('leonard schleifer', 90), ('leonard berkowitz', 90), ('leonardo fernandez', 90), ('leonardo huertas', 90), ('randall s leonard', 90), ('stew leonard jr', 90), ('chunlin leonhard', 77), ('paul lombardo', 64), ('paul sandle london', 64), ('lauren gardner', 64), ('lori d', 62), ('lerner', 62), ('lona mody', 62), ('saul coronado de leon', 61), ('lee', 60), ('o leary', 57), ('josh lerner', 56), ('stuart lewena', 56), ('alan lerner', 56)]",na,,,,,,,,,,,,,,
3045,leonardo fernandez,2,"[('leonard', 90), ('armida fernandez', 76), ('leonard go', 72), ('leonardo huertas', 71), ('lisa hernandez', 69), ('leonard schleifer', 63), ('leonard berkowitz', 63), ('lerner', 60), ('lee', 60), ('ai fen', 60), ('fernando simon', 59), ('howard forman', 58), ('james leo', 57), ('don lemon', 57), ('andrew levin', 57), ('leopoldo agraz', 56), ('chunlin leonhard', 56), ('frank lampard', 55), ('elaine larson', 55), ('stew leonard jr', 55)]",na,,,,,,,,,,,,,,
3049,lerner,1,"[('josh lerner', 90), ('alan lerner', 90), ('matthew lerner', 90), ('lee', 67), ('leonard', 62), ('leonard schleifer', 60), ('laurence steinberg', 60), ('leonard berkowitz', 60), ('catherine li', 60), ('david levine', 60), ('leonardo fernandez', 60), ('lebron james', 60), ('carole lieberman', 60), ('lee riley', 60), ('hagai levine', 60), ('leonardo huertas', 60), ('marissa levine', 60), ('leonard go', 60), ('lee branstetter', 60), ('rachel levine', 60)]",na,,,,,,,,,,,,,,
3057,leung,1,"[('geoffrey leung', 90), ('leung yiu hong', 90), ('kin k leung', 90), ('gabriel leung', 90), ('ho pak leung', 90), ('leong hoe nam', 72), ('sean leng', 72), ('len horovitz', 64), ('langa', 60), ('levin', 60), ('lee', 60), ('ann leen', 60), ('liu', 60), ('liu liang', 57), ('leyi wang', 57), ('lerner', 55), ('daniel leussink tokyo', 54), ('lenox hill', 54), ('liang wannian', 54), ('leonard schleifer', 54)]",na,,,,,,,,,,,,,,
3059,levin,1,"[('jeff levin scherz', 90), ('david levine', 90), ('margot levin', 90), ('paul levinson', 90), ('hagai levine', 90), ('marissa levine', 90), ('rachel levine', 90), ('mark levin', 90), ('jessica levinson', 90), ('jeremy levin', 90), ('mark levine', 90), ('andrew levin', 90), ('david levin', 90), ('robert levin', 90), ('levitan', 83), ('retsef levi', 80), ('jeffrey levi', 80), ('lin', 75), ('adam levitin', 72), ('brice de le vingne', 72)]",na,,,,,,,,,,,,,,
3060,levitan,1,"[('levin', 83), ('adam levitin', 77), ('adam j levitin', 77), ('daniel levitin', 77), ('li tan', 77), ('margot levin', 75), ('jeremy levin', 75), ('andrew levin', 75), ('robert levin', 75), ('david levine', 69), ('michael levitt', 69), ('hagai levine', 69), ('marissa levine', 69), ('rachel levine', 69), ('mark levine', 69), ('jeff levin scherz', 64), ('brice de le vingne', 64), ('paul levinson', 64), ('mike leavitt', 64), ('jessica levinson', 64)]",na,,,,,,,,,,,,,,
3068,li,1,"[('liang wannian', 90), ('rush limbaugh', 90), ('leslie beitsch', 90), ('li wenliang', 90), ('liza fazio', 90), ('liz allen', 90), ('lin', 90), ('lisa fazio', 90), ('lilian abbo', 90), ('fang li', 90), ('larry ellison', 90), ('li lanjuan', 90), ('marian liu', 90), ('liam smeeth', 90), ('lindsey baden', 90), ('scott lindquist', 90), ('lisa hernandez', 90), ('liz ann sonders', 90), ('sten linnarsson', 90), ('lindsey graham', 90)]",na,,,,,,,,,,,,,,
3074,li wenliang zhu,3,"[('li wenliang', 95), ('li', 90), ('zhu', 90), ('fang li', 86), ('li lanjuan', 86), ('li liang', 86), ('yifang zhu', 86), ('jason li', 86), ('li tan', 86), ('li keqiang', 86), ('peter li', 86), ('lisa', 68), ('liu liang', 67), ('lilian wu', 67), ('zhou min', 64), ('wang yu', 64), ('zhang mingliang', 64), ('rhea liang', 63), ('zhan jiang', 63), ('zhou xianwang', 61)]",na,,,,,,,,,,,,,,
3080,lifehope,1,"[('li', 90), ('lin', 60), ('liu', 60), ('daniel lopez regalado', 56), ('leslie josephs', 56), ('lee', 55), ('louise chow', 53), ('lanier holt', 53), ('lowe', 50), ('liam fox', 50), ('leo poon', 50), ('leong hoe nam', 48), ('louie gohmert', 48), ('clifford lane', 48), ('peter li', 48), ('lori peek', 47), ('lazio', 46), ('leonard schleifer', 45), ('lopez regalado', 45), ('lionel p robert jr', 45)]",na,,,,,,,,,,,,,,
3088,lin,1,"[('lessandra michelin', 90), ('li', 90), ('leslie willingham', 90), ('lindsey baden', 90), ('scott lindquist', 90), ('lindsay broadbent', 90), ('sten linnarsson', 90), ('lindsey graham', 90), ('lindsay perez huber', 90), ('linda bauld', 90), ('perry link', 90), ('lina hidalgo', 90), ('linda aldoory', 90), ('lindsay wiley', 90), ('ming lin', 90), ('michael z lin', 90), ('linda alvarez', 90), ('linda lacina', 90), ('nathaniel line', 90), ('yorba linda', 90)]",na,,,,,,,,,,,,,,
3104,linkou chang gung,3,"[('lin', 90), ('joe chang', 86), ('tom chang', 86), ('chant', 72), ('wang gungwu', 72), ('chan chun', 70), ('guan', 68), ('liu chuang', 67), ('zeng guang', 67), ('chiu cheng hsun', 62), ('leung yiu hong', 62), ('minh cuong duong', 61), ('yi guan', 61), ('fang li', 61), ('guan yi', 61), ('gang wang', 60), ('liu', 60), ('li', 60), ('lee chang min', 60), ('elaine chao', 58)]",na,,https://en.wikipedia.org/wiki/Linkou_Chang_Gung_Memorial_Hospital,,,,,,,,,,,,
3107,lisa,1,"[('li', 90), ('lisa fazio', 90), ('lisa hernandez', 90), ('lisa damour', 90), ('lisa r young', 90), ('lisa anderson', 90), ('lisa ellram', 90), ('lisa gitelman', 90), ('lisa santora', 90), ('lisa delamaine', 90), ('lisa jackson', 90), ('lisa lambert washington', 90), ('lisa maragakis', 90), ('lisa dabby', 90), ('lisa gualtieri', 90), ('lisa mellman', 90), ('lisa friedman', 90), ('lois ann welsh', 68), ('liang wannian', 68), ('jose luis mora', 68)]",na,,,,,,,,,,,,,,
3125,liu,1,"[('li', 90), ('marian liu', 90), ('liu liang', 90), ('bruce liu', 90), ('liu chuang', 90), ('liu zi', 90), ('liu xuerong', 90), ('gordon liu', 90), ('fengyong liu', 90), ('fang li', 72), ('jason li', 72), ('peter li', 72), ('lin', 67), ('ralph lauren', 60), ('chris luke', 60), ('lessandra michelin', 60), ('lois ann welsh', 60), ('mark lurie', 60), ('liang wannian', 60), ('jose luis mora', 60)]",na,,,,,,,,,,,,,,
3152,lori d,2,"[('lo', 90), ('christopher d landry', 86), ('calvin d sun', 86), ('joseph d salamone', 86), ('michael d antonio', 86), ('franklin d roosevelt', 86), ('heather d rogers', 86), ('george d yancopoulos', 86), ('lori peek', 86), ('josiah d rich', 86), ('eric d ortenzio', 86), ('christopher d hillyer', 86), ('jeffrey d klausner', 86), ('maria da gloria teixeira', 75), ('victoria dooley', 75), ('doris day', 75), ('armand dorian', 71), ('leonard', 62), ('lois ann welsh', 60), ('loren miller', 60)]",na,,,,,,,,,,,,,,
3160,lowe,1,"[('lo', 90), ('joe lowery', 90), ('philip lowe', 90), ('john lowe', 90), ('larry kudlow', 77), ('sarah low', 77), ('nicola low', 77), ('nick low', 77), ('lopez regalado', 68), ('loren miller', 68), ('daniel lopez regalado', 68), ('stuart lewena', 68), ('lopez gatell', 68), ('mary lovely', 68), ('lorenzo guerini', 68), ('lokesh kumar sharma', 68), ('lorenzo paladino', 68), ('lorenzo gonzalez', 68), ('lorenzo leggio', 68), ('claudia lodesani', 68)]",na,,,,,,,,,,,,,,
3184,lyons,1,"[('vaselech lyons', 90), ('debra vasalech lyons', 90), ('debra vaselech lyons', 90), ('marshall lyon', 80), ('david llewellyn smith', 72), ('lucy jones', 67), ('ken lyn kew', 64), ('kevin lynn', 60), ('marcelle layton', 60), ('lo', 57), ('lois ann welsh', 54), ('nelson l michael', 54), ('leong hoe nam', 54), ('leonard schleifer', 54), ('brian long', 54), ('lionel p robert jr', 54), ('loren miller', 54), ('louis katz', 54), ('leonard berkowitz', 54), ('marc lamont hill', 54)]",na,,,,,,,,,,,,,,
3185,lopez obrador,2,"[('lo', 90), ('andres manuel lopez obrador', 90), ('daniel lopez regalado', 86), ('lopez regalado', 74), ('lowe', 68), ('lorenzo berra', 62), ('joe osborne', 58), ('lopez gatell', 56), ('liz kolb', 56), ('lorenzo paladino', 55), ('lorenzo grazioli', 55), ('obama', 54), ('peter osborne', 54), ('paul lombardo', 54), ('o grady', 53), ('lionel p robert jr', 52), ('leonard go', 52), ('leopoldo agraz', 52), ('lee norman', 52), ('ocasio cortez', 51)]",na,,,,,,,,,,,,,,
3194,madina nagar,2,"[('medina', 75), ('baliga nagar', 75), ('nadia', 72), ('mukund nagar', 67), ('maria pena', 64), ('anas nader', 64), ('martin makary', 64), ('mardi gras', 64), ('nadia kounang', 64), ('adnan munkarah', 62), ('nabila munawar', 62), ('sachin nagrani', 62), ('marila gennaro', 62), ('maria cheng', 61), ('mangala narasimhan', 60), ('mattia', 60), ('martin', 60), ('natalie marino', 59), ('mariah carey', 58), ('aaron naeger', 58)]",na,,,,,,,,,,,,,,
3207,maillard,1,"[('greer millard', 79), ('miller', 71), ('marie land', 67), ('mark miller', 63), ('andrew miller', 60), ('loren miller', 60), ('hajira dambha miller', 60), ('steven miller', 60), ('henry i miller', 60), ('peter miller', 60), ('benjamin f miller', 60), ('steve miller', 60), ('damnha miller', 60), ('henry miller', 60), ('rohan miller', 60), ('g wayne miller', 60), ('muriel medard', 57), ('martin weller', 57), ('mattia', 57), ('muller', 57)]",na,,,,,,,,,,,,,,
3220,manuel,1,"[('jose manuel vera', 90), ('emmanuel macron', 90), ('manuel orozco', 90), ('andres manuel lopez obrador', 90), ('manuel pastor', 90), ('manuel franco', 90), ('howie mandel', 75), ('mandl', 73), ('manu gautam', 68), ('susan macmanus', 66), ('john manly', 66), ('munnell', 62), ('monique', 62), ('morante', 62), ('magnus fiskesjo', 60), ('joseph margulies', 60), ('miguel betancourt', 60), ('ginni mansberg', 60), ('luiz henrique mandetta', 60), ('carolyn maloney', 60)]",na,,,,,,,,,,,,,,
3253,mardi gras,2,"[('marr', 68), ('gray', 68), ('mark ingram', 67), ('marisa erasmus', 67), ('greg martin', 64), ('madina nagar', 64), ('heard garris', 64), ('martin wachs', 64), ('reutersyuri gripas washington', 63), ('anne marie gloster', 63), ('j nadine gracia', 63), ('maria rita gismondo', 63), ('philip martin rosoff', 63), ('maria rosaria capobianchi', 63), ('martin', 62), ('martin blaser', 61), ('mark griswold', 61), ('gerard krause', 61), ('marie harf', 60), ('mark green', 60)]",na,,,,,,,,,,,,,,
3259,margaret thatcher,2,"[('margaret zacharin', 76), ('margaret harris', 75), ('margaret hamburg', 73), ('margaret stock', 71), ('marr', 68), ('margaret p battin', 65), ('margaret brennan', 64), ('margot', 60), ('matt gaetz', 60), ('morgan harper', 60), ('marie harf', 59), ('matthew barreto', 59), ('marianne hamra', 58), ('mary gallagher', 58), ('tim garnett', 58), ('terre haute', 58), ('marcel salathe', 58), ('marya patrice sherron', 58), ('marc habert', 57), ('mary walter', 57)]",na,,,,,,,,,,,,,,not sure what to do here
3262,margot,1,"[('margot levin', 90), ('margot roosevelt', 90), ('margo anderson', 78), ('michael marmot', 75), ('marr', 68), ('martin', 67), ('aileen marty', 66), ('marc short', 62), ('marti cetron', 62), ('ma ngok', 62), ('marty fentersheib', 62), ('marty conway', 62), ('marco cambielli', 62), ('mario alparone', 62), ('marty cetron', 62), ('mauro guillen', 62), ('marty fenstersheib', 62), ('marta feldmesser', 60), ('mark t esper', 60), ('philippines imelda marcos', 60)]",na,,,,,,,,,,,,,,
3355,marr,1,"[('jeanne marrazzo', 90), ('linsey marr', 90), ('marryum mahmood', 90), ('andrew marr programme', 90), ('mara altman', 68), ('marshall prunty', 68), ('marta feldmesser', 68), ('mark t esper', 68), ('mark rumble', 68), ('morris cohen', 68), ('philippines imelda marcos', 68), ('maurizio cecconi', 68), ('bob marley', 68), ('mark lurie', 68), ('marc short', 68), ('aileen marty', 68), ('mary anastasia o grady', 68), ('marty makary', 68), ('marti cetron', 68), ('marty stallone', 68)]",na,,,,,,,,,,,,,,
3358,marshall,1,"[('marshall prunty', 90), ('martin marshall', 90), ('marshall steinbaum', 90), ('adam marshall', 90), ('lewis marshall', 90), ('larry marshall', 90), ('marshall watson', 90), ('marshall lyon', 90), ('steven marshall', 90), ('marsha cohen', 74), ('marr', 68), ('mark hallenbeck', 68), ('mark ghaly', 67), ('mrs ali', 67), ('marty stallone', 64), ('martha mcsally', 64), ('mark ali', 62), ('marc suchard', 60), ('mark handley', 60), ('mary cushman', 60)]",na,,,,,,,,,,,,,,
3368,martin,1,"[('martin marshall', 90), ('martin hibberd', 90), ('martin s hirsch', 90), ('ivan martinez', 90), ('martin weller', 90), ('laura martinez', 90), ('rick martinello', 90), ('philip martin rosoff', 90), ('greg martin', 90), ('jose martinez salas', 90), ('richard martinello', 90), ('reutersdylan martinez london', 90), ('jeffrey martin', 90), ('martin zand', 90), ('martin mckee', 90), ('martin fenstersheib', 90), ('martin sturmer', 90), ('martin makary', 90), ('martin blaser', 90), ('stacia martin west', 90)]",na,,,,,,,,,,,,,,
3454,mattia,1,"[('lauren matta', 82), ('michael matthay', 75), ('matija snuderl', 75), ('matt brim', 68), ('martin', 67), ('matt frieman', 67), ('marta feldmesser', 62), ('marti cetron', 62), ('matt gaetz', 62), ('matt blaze', 62), ('maria cheng', 62), ('matthew baldwin', 60), ('ma xiaowei', 60), ('matthew cartter', 60), ('matt willis', 60), ('atiya mosam', 60), ('marianne hamra', 60), ('martin marshall', 60), ('mariana chilton', 60), ('mariah carey', 60)]",na,,,,,,,,,,,,,,
3466,mayorquin,1,"[('martin', 67), ('mary o brien', 67), ('robin may', 64), ('myra gutin', 63), ('marylouise mclaws', 60), ('marco rubio', 60), ('mary louise mclaws', 60), ('mark dworkin', 57), ('amy morrison', 57), ('mark mulligan', 55), ('mary prunicki', 55), ('mauro guillen', 55), ('mark lurie', 53), ('morris', 53), ('marian liu', 53), ('mark simon', 53), ('maria pena', 53), ('mark levin', 53), ('mark cuban', 53), ('marie land', 53)]",na,,,,,,,,,,,,,,
3467,mcbride,1,"[('michael mcbride', 90), ('john mcbride', 90), ('michel barnier', 57), ('gordon mccord', 56), ('shane paul mcghie', 56), ('mike', 55), ('ann marie kimball', 53), ('mr president', 53), ('mary o brien', 53), ('dagen mcdowell', 51), ('mike dewine', 51), ('jolion mcgreevy', 51), ('ivan martinez', 51), ('muriel medard', 51), ('maria da gloria teixeira', 51), ('laurie mcginley', 51), ('anne marie gloster', 51), ('laura martinez', 51), ('mariell jessup', 51), ('warwick mckibbin', 51)]",na,,,,,,,,,,,,,,
3468,mccormack,1,"[('rich mccormick', 80), ('john mccrank', 57), ('mike mccurry', 54), ('rob mccoy', 53), ('john mackenzie', 50), ('christopher mcknight nichols', 50), ('kenneth mori mcelwain', 50), ('victor matheson', 50), ('moby rehman', 50), ('morante', 50), ('maurizio cecconi', 48), ('marty makary', 48), ('marc lamont hill', 48), ('mark escott', 48), ('mike matlock', 48), ('marcia flicker', 48), ('matt hancock', 48), ('mark carney', 48), ('martin mckee', 48), ('michael ackerman', 48)]",na,,,,,,,,,,,,,,
3469,mcelnay,1,"[('kayleigh mcenany', 77), ('susan mcclary', 64), ('kenneth mori mcelwain', 64), ('jason mclellan', 64), ('melania trump', 64), ('carolyn mcclanahan', 64), ('michael mina', 63), ('mclaws', 62), ('medina', 62), ('michel', 62), ('michael brady', 60), ('michael nacht', 60), ('michel yao', 59), ('meilan han', 59), ('marc elias', 59), ('michael ng', 59), ('michelle snarr', 57), ('lessandra michelin', 56), ('michelle au', 56), ('genaro molina', 56)]",na,,,,,,,,,,,,,,
3472,medina,1,"[('sascha meinrath', 75), ('najmedin meshkati', 75), ('olga mediano', 75), ('madina nagar', 75), ('david merin', 66), ('meilan han', 62), ('mcelnay', 62), ('melita vujnovic', 60), ('philippines imelda marcos', 60), ('rory medcalf', 60), ('barbara meinke', 60), ('eric mcdonald', 60), ('minal dakhave bhosale', 60), ('muhiuddin haider', 60), ('kayleigh mcenany', 60), ('michael mina', 60), ('muriel medard', 60), ('rice mcdonald', 60), ('rob mayeda', 60), ('brian mehling', 60)]",na,,,,,,,,,,,,,,
3483,mehta,1,"[('sanjay mehta', 90), ('nisha mehta', 90), ('ninfa mehta', 90), ('metra', 80), ('aldo munoz armenta', 72), ('meghan a novisky', 72), ('mehmet oz', 57), ('muze hair', 57), ('mattia', 55), ('medina', 55), ('marta feldmesser', 54), ('melita vujnovic', 54), ('philippines imelda marcos', 54), ('rory medcalf', 54), ('cristina monet zilkha', 54), ('fran mihaljevic', 54), ('michael lebeau', 54), ('nelson l michael', 54), ('michael matthay', 54), ('michael j buchmeier', 54)]",na,,,,,,,,,,,,,,
3503,metra,1,"[('mehta', 80), ('sanjay mehta', 72), ('nisha mehta', 72), ('meera shah', 72), ('ninfa mehta', 72), ('aldo munoz armenta', 72), ('andrew metrick', 72), ('mike ryan', 57), ('mattia', 55), ('murray', 55), ('miller', 55), ('muller', 55), ('medina', 55), ('mara altman', 54), ('marta feldmesser', 54), ('melita vujnovic', 54), ('philippines imelda marcos', 54), ('rory medcalf', 54), ('cristina monet zilkha', 54), ('marti cetron', 54)]",na,,,,,,,,,,,,,,
3522,michael collins fauci,3,"[('michael brauer', 86), ('michael brown', 86), ('michael hilb', 86), ('michael eisner', 86), ('michael cucek', 86), ('michael z lin', 86), ('michael marmot', 86), ('michael barr', 86), ('michael holick', 86), ('michael carome', 86), ('michael brady', 86), ('michael rich', 86), ('michael roth', 86), ('michael bennet', 86), ('doug collins', 86), ('michael green', 86), ('fauci trump', 86), ('michael wilson', 86), ('anthony fauci', 86), ('michael siegel', 86)]",na,,,,,,,,,,,,,,
3581,michel,1,"[('lessandra michelin', 90), ('michelle steik', 90), ('michelle mello', 90), ('michele sorice', 90), ('michelle au', 90), ('michelle dupre', 90), ('michelle a albert', 90), ('michelle price', 90), ('melissa michelson', 90), ('michelle baker', 90), ('michelle snarr', 90), ('michel yao', 90), ('michelle obama', 90), ('michele bonizzi', 90), ('charles michel', 90), ('michelle raczynski', 90), ('michelle riba', 90), ('michelle ackerley', 90), ('michele dauber', 90), ('michele b chan', 90)]",na,,,,,,,,,,,,,,
3604,middleton carre,2,"[('carre', 90), ('mimi carre', 86), ('marr', 68), ('carrie levan', 64), ('robin carre', 62), ('cetron', 60), ('miller', 60), ('don milton', 60), ('simon clarke', 59), ('clive hamilton', 59), ('aaron milstone', 59), ('hector carrillo', 57), ('tony cardenas', 57), ('milton keynes', 57), ('greg millett', 56), ('michael carome', 55), ('michelle snarr', 55), ('andrew miller', 54), ('modly', 54), ('ben carson', 54)]",na,,,,,,,,,,,,,,
3618,mike kennedy,2,"[('mike', 90), ('mike lee', 86), ('mike linney', 78), ('melissa kennedy', 74), ('matthew kennedy', 74), ('mike kelly', 73), ('mike pence', 73), ('david kennedy', 72), ('becky kennedy', 72), ('mike dewine', 70), ('trenton kennedy', 70), ('anthony kennedy', 70), ('gary kennedy', 70), ('kennedy ganti', 70), ('keck', 68), ('kent', 68), ('mike huckabee', 64), ('jen bacani mckenney', 63), ('michael bennet', 62), ('mike tildesley', 62)]",na,,,,,,,,,,,,,,
3633,miller,1,"[('andrew miller', 90), ('loren miller', 90), ('hajira dambha miller', 90), ('steven miller', 90), ('henry i miller', 90), ('peter miller', 90), ('benjamin f miller', 90), ('steve miller', 90), ('joel miller', 90), ('damnha miller', 90), ('henry miller', 90), ('rohan miller', 90), ('mark miller', 90), ('g wayne miller', 90), ('muller', 83), ('tommy moller', 75), ('greer millard', 75), ('greg millett', 75), ('christopher muller', 75), ('david muller', 75)]",na,,,,,,,,,,,,,,
3634,milton keynes,2,"[('don milton', 71), ('kent', 68), ('milton wolf', 67), ('ken milani', 66), ('moulton', 64), ('marion nestle', 62), ('kirsten hokeness', 62), ('donald milton', 60), ('dennis mileti', 59), ('mailonline ami jones', 59), ('mitt romney', 58), ('trenton kennedy', 57), ('katherine milkman', 57), ('marion koopmans', 57), ('anthony kennedy', 57), ('middleton carre', 57), ('kathryn weston', 56), ('mike kennedy', 56), ('martin mckee', 56), ('aaron milstone', 56)]",na,,,,,,,,,,,,,,A town in England
