orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
3665,monique,1,"[('dominique mosbergen', 77), ('sara moniuszko fauci', 64), ('luiz henrique mandetta', 64), ('manuel', 62), ('morante', 57), ('nancy messonier', 56), ('nancy messionier', 56), ('steve monroe', 56), ('bill morice', 56), ('mike', 55), ('monika mcdermott', 53), ('joyce moriku kaducu', 53), ('monica bharel', 53), ('cristina monet zilkha', 51), ('mauricio rodriguez', 51), ('miguel betancourt', 51), ('marc lamont hill', 51), ('carolyn maloney', 51), ('monica schoch spana', 51), ('jose manuel vera', 51)]",na,,,,,,,,,,,,,,
3666,montgomery,1,"[('hugh montgomery', 90), ('frank ulrich montgomery', 90), ('alberto montaner', 60), ('ms ong', 60), ('andrew montford', 60), ('morante', 59), ('mitt romney', 57), ('molly conger', 55), ('mount vernon', 55), ('marc lamont hill', 54), ('metra', 54), ('messioner', 53), ('tom myers', 53), ('tommy moller', 52), ('greg mortimer', 52), ('luke montrose', 52), ('mikebloomberg', 52), ('meredith mcmorrow', 51), ('maria rita gismondo', 51), ('marryum mahmood', 51)]",na,,,,,,,,,,,,,,
3672,moro,1,"[('morris cohen', 68), ('sharon a mcgrath morrow', 68), ('jose luis mora', 68), ('morris', 68), ('joshua moon', 68), ('mauricio rodriguez', 68), ('charles moore', 68), ('francisco moreno', 68), ('shah mahmood qureshi', 68), ('roland more', 68), ('colm o morain', 68), ('jose cassio de moraes', 68), ('scott morrison', 68), ('jerry moran', 68), ('edward moreno', 68), ('dylan morris', 68), ('edward morris', 68), ('mordechai kremnitzer', 68), ('manuel orozco', 68), ('steve monroe', 68)]",na,,,,,,,,,,,,,,
3673,morris,1,"[('morris cohen', 90), ('scott morrison', 90), ('dylan morris', 90), ('edward morris', 90), ('r sean morrison', 90), ('stephen c morris', 90), ('amy morrison', 90), ('j stephen morrison', 90), ('bob morris', 90), ('moro', 68), ('marr', 68), ('hayato mori', 66), ('stephen s morse', 66), ('stephen morse', 66), ('sharon a mcgrath morrow', 60), ('sara moniuszko fauci', 60), ('colm o morain', 60), ('mark smolinski', 60), ('jose cassio de moraes', 60), ('mark parrish', 60)]",na,,,,,,,,,,,,,,
3676,mount vernon,2,"[('marco vergano', 64), ('moulton', 63), ('marti cetron', 58), ('marty cetron', 58), ('vincent munster', 56), ('martin cetron', 56), ('montgomery', 55), ('maureen ferran', 54), ('margo anderson', 54), ('mary stevenson', 54), ('oliver morgan', 53), ('morante', 53), ('mitt romney', 52), ('anand menon', 52), ('moon jae in', 52), ('jose holguin veras', 52), ('mary hunter mcdonnell', 52), ('muntu davis', 52), ('emil verner', 52), ('mona barzin', 52)]",na,,,,,,,,,,,,,,
3677,mr harvey,2,"[('harvey', 90), ('harvey fineberg', 86), ('harvey schiller', 86), ('harvey weinstein', 86), ('harvey karp', 76), ('thomas harvey', 76), ('mark carney', 70), ('mark handley', 67), ('mariah carey', 67), ('harley rouda', 64), ('morgan harper', 64), ('marie harf', 63), ('mark ghaly', 63), ('charles moore', 61), ('lamar hasbrouck', 60), ('mark arsenault', 60), ('han', 60), ('stuart hargreaves', 60), ('laura hawryluck', 60), ('jennifer horney', 60)]",na,,,,,,,,,,,,,,
3678,mr president,2,"[('mark green', 64), ('mark arsenault', 62), ('mary e schmidt', 62), ('saint mark', 61), ('mark greeven', 58), ('james pruden', 58), ('mary o brien', 58), ('mark lipsitch', 56), ('marc lipsitch', 56), ('mark fretz', 55), ('mark hurst', 55), ('marya patrice sherron', 55), ('mark simon', 55), ('mark esper', 55), ('mark lurie', 55), ('mark steyn', 55), ('mark levin', 55), ('gary price', 55), ('maria pena', 55), ('mark smith', 55)]",na,,,,,,,,,,,,,,
3679,mrs ali,2,"[('ali', 90), ('ayatollah ali khamenei', 86), ('mrs hopland', 86), ('mohamed ali ibrahim', 86), ('amir ali', 80), ('mark ali', 80), ('harris ali', 71), ('marisa iati', 67), ('marshall', 67), ('marshall prunty', 64), ('mark lipsitch', 64), ('jose luis alomia zegarra', 64), ('ambrose talisuna', 64), ('marc lipsitch', 64), ('jose luis alomia', 64), ('thais aliabadi', 64), ('mara altman', 64), ('michigan marc lipsitch', 64), ('andre kalil', 64), ('lewis marshall', 64)]",na,,,,,,,,,,,,,,
3682,ms shi,2,"[('shi zhengli', 86), ('ms sturgeon', 86), ('shi yinhong', 86), ('shi muying', 86), ('pei yong shi', 86), ('thomas schinecker', 75), ('adam schiff', 75), ('om shrivastav', 75), ('shigeru omi', 71), ('mrs ali', 62), ('mahmoud hashemi shahroudi', 60), ('jonas schmidt chanasit', 60), ('sotiris tsiodras', 60), ('patrick soon shiong', 60), ('jim sciutto', 60), ('david m smith', 60), ('victor shih', 60), ('ghazala sharieff', 60), ('joshua m sharfstein', 60), ('azadeh shirazi', 60)]",na,,,,,,,,,,,,,,
3691,mukund nagar,2,"[('madina nagar', 67), ('baliga nagar', 56), ('chaand nagpaul', 54), ('nadia', 54), ('nadia kounang', 53), ('mark ingram', 52), ('nabila munawar', 51), ('navarro', 51), ('muhiuddin haider', 50), ('aaron naeger', 50), ('jen naparstek klein', 50), ('sarfaraz munshi', 49), ('mervyn singer', 48), ('manny alvarez', 48), ('yascha mounk', 48), ('david nabarro', 48), ('muze hair', 48), ('todd nega', 48), ('margaret hamburg', 48), ('salaj masand', 48)]",na,,,,,,,,,,,,,,
3692,muller,1,"[('christopher muller', 90), ('david muller', 90), ('cecilia muller', 90), ('miller', 83), ('andrew miller', 75), ('loren miller', 75), ('hajira dambha miller', 75), ('tommy moller', 75), ('steven miller', 75), ('henry i miller', 75), ('peter miller', 75), ('benjamin f miller', 75), ('steve miller', 75), ('joel miller', 75), ('damnha miller', 75), ('henry miller', 75), ('rohan miller', 75), ('mark miller', 75), ('g wayne miller', 75), ('danielle mcmullen', 75)]",na,,,,,,,,,,,,,,
3701,murray,1,"[('judy murray', 90), ('chris murray', 90), ('christopher murray', 90), ('marr', 68), ('mike mccurry', 66), ('phil murphy', 60), ('carsten murawski', 60), ('vivek murthy', 60), ('mamunur rahman malik', 60), ('jeanne marrazzo', 60), ('philip murphy', 60), ('tim murtaugh', 60), ('mafuzur rahman', 60), ('brendan murphy', 60), ('marryum mahmood', 60), ('robin murphy', 60), ('john b murphy', 60), ('metra', 55), ('bradley jensen murg', 54), ('mr harvey', 53)]",na,,,,,,,,,,,,,,
3703,muze hair,2,"[('muhiuddin haider', 67), ('munzer al khalil', 64), ('mukesh haikerwal', 64), ('marie harf', 63), ('munther khalil', 61), ('aldo munoz armenta', 60), ('harry', 60), ('han', 60), ('james hildreth', 60), ('nadine burke harris', 60), ('munehiko harada', 58), ('bhramar mukherjee', 57), ('mehta', 57), ('christopher muller', 57), ('eudene harry', 57), ('hamel husain', 57), ('james hadler', 57), ('muhammad hamid zaman', 57), ('mahathir mohamad', 57), ('mr harvey', 56)]",na,,,,,,,,,,,,,,
3709,nadia,1,"[('nadia kounang', 90), ('nadia abuelezam', 90), ('nada al mutawa', 76), ('nasia safdar', 72), ('nadine finigan carr', 72), ('neha nanda', 72), ('nydia velazquez velazquez', 72), ('nydia velazquez', 72), ('nadine burke harris', 72), ('girish nadkarni', 72), ('fuad nahdi', 72), ('nada sanders', 72), ('nadine kaslow', 72), ('nandi siegfried', 72), ('madina nagar', 72), ('j nadine gracia', 72), ('arvind narayanan', 54), ('nirav shah', 54), ('nina turner', 54), ('david nazarian', 54)]",na,,,,,,,,,,,,,,
3756,navarro,1,"[('henry navarro delgado', 90), ('peter navarro', 90), ('david nabarro', 77), ('koiichi nakano', 56), ('koichi nakano', 56), ('nevan krogan', 53), ('david nazarian', 51), ('michael nimaroff', 51), ('nadine finigan carr', 51), ('baliga nagar', 51), ('girish nadkarni', 51), ('nabila munawar', 51), ('mukund nagar', 51), ('hideomi nakahara', 51), ('larry nassar', 51), ('madina nagar', 51), ('jen naparstek klein', 51), ('nora volkow', 51), ('alexei navalny', 51), ('neha vyas', 50)]",na,,,,,,,,,,,,,,
3763,neely,1,"[('jack needleman', 72), ('gail newel', 72), ('neeltje van doremalen', 72), ('stuart neil', 60), ('nathaniel line', 57), ('neil cavuto', 57), ('ned foley', 57), ('isaac ngere', 54), ('catherine o neal', 54), ('robyn nelson', 54), ('janette nesheiwat', 54), ('norah o donnell', 54), ('steven nelson', 54), ('nele brusselaers', 54), ('noel brewer', 54), ('nelson l michael', 54), ('i nelson rose', 54), ('john o neill', 54), ('robert a neimeyer', 54), ('william nelson cromwell', 54)]",na,,,,,,,,,,,,,,
3778,new york,2,"[('andrew noymer', 57), ('newsom', 57), ('andrew norton', 57), ('lawrence young', 56), ('nadine burke harris', 56), ('jeanette young', 56), ('jeannette young', 56), ('meng aw yong', 56), ('neely', 54), ('norah o donnell', 53), ('yahoo finance', 53), ('gavin newsom', 51), ('yorba linda', 50), ('john yoo', 50), ('neil kinnock', 50), ('robert nied', 50), ('nukhet varlik', 48), ('naomi oreskes', 48), ('newt gingrich', 48), ('timothy newsome', 48)]",na,,,,,,,,,,,,,,
3785,nicholas,1,"[('nicholas david thomas', 90), ('nicholas wu trump', 90), ('nicholas christakis', 90), ('nicholas hoult', 90), ('nicholas hill', 90), ('nicholas jewell', 90), ('nicholas thomas', 90), ('nicholas petruzzi', 90), ('nicholas bloom', 90), ('nicholas chater', 90), ('nassim nicholas taleb', 90), ('nicholas holmes', 90), ('christopher mcknight nichols', 84), ('emily nichols', 84), ('brian nichols', 84), ('nicolas maduro', 80), ('nicolas locker', 80), ('nicolas ziebarth', 79), ('nicola sturgeon', 79), ('john nicholls', 79)]",na,,,,,,,,,,,,,,
3796,nicholas wu trump,3,"[('nicholas', 90), ('trump', 90), ('henry wu', 86), ('lara trump', 86), ('top trump', 86), ('fauci trump', 86), ('alfred m wu', 86), ('frank h wu', 86), ('felicia wu', 86), ('jinzi wu', 86), ('lilian wu', 86), ('john trump', 86), ('eric trump', 86), ('will trump', 86), ('joseph wu', 86), ('wu zunyou', 86), ('alan wu', 86), ('nicholas hill', 72), ('nicola low', 72), ('nicholas hoult', 71)]",na,,,,,,,,,,,,,,
3807,nick low,2,"[('lo', 90), ('nick', 90), ('nick watanabe', 86), ('nick yphantides', 86), ('nick scriven', 86), ('nick rakocevic', 86), ('nick longrich', 86), ('nick dennison', 86), ('nick spitzer', 86), ('nick coatsworth', 86), ('nick oberheiden', 86), ('nick loman', 78), ('nicola low', 78), ('lowe', 77), ('nick wilson', 74), ('nick yablon', 74), ('nick white', 67), ('nick desai', 64), ('nick chater', 64), ('nick haslam', 64)]",na,,,,,,,,,,,,,,
3875,o day,2,"[('norah o donnell', 86), ('mary anastasia o grady', 86), ('justin o grady', 86), ('colm o morain', 86), ('doris day', 86), ('marcia o malley', 86), ('david o reilly', 86), ('john o neill', 86), ('philip o ozuah', 86), ('r shane day', 86), ('robert o brien', 86), ('catherine o neal', 86), ('eugene o donnell', 86), ('carl o donnell', 86), ('barbara o connor', 86), ('david o connor', 86), ('lawrence o gostin', 86), ('tara o toole', 86), ('lydia o connor', 86), ('lawrence o donnell', 86)]",na,,,,,,,,,,,,,,
3876,o grady,2,"[('mary anastasia o grady', 90), ('justin o grady', 90), ('norah o donnell', 86), ('colm o morain', 86), ('marcia o malley', 86), ('david o reilly', 86), ('john o neill', 86), ('philip o ozuah', 86), ('robert o brien', 86), ('catherine o neal', 86), ('eugene o donnell', 86), ('carl o donnell', 86), ('barbara o connor', 86), ('david o connor', 86), ('lawrence o gostin', 86), ('tara o toole', 86), ('lydia o connor', 86), ('lawrence o donnell', 86), ('oliver o reilly', 86), ('james o loan', 86)]",na,,,,,,,,,,,,,,
3879,obama,1,"[('barack obama', 90), ('michelle obama', 90), ('saule omarova', 54), ('marcia o malley', 54), ('norman oliver', 54), ('ilhan omar', 54), ('barbara o connor', 54), ('norio ohmagari', 54), ('sarah van orman', 54), ('viktor orban', 54), ('barbara osborne', 54), ('olga matievskaya', 54), ('omai garner', 54), ('andres manuel lopez obrador', 54), ('lopez obrador', 54), ('ousmane faye', 54), ('danielle ompad', 54), ('kee cheung oam', 54), ('oyewale odubanjo', 51), ('ogbonnaya omenka', 48)]",na,,,,,,,,,,,,,,
3899,oscar valles,2,"[('oscar chavez', 67), ('vanessa fonseca chavez', 64), ('or vandline', 61), ('riccardo valentini', 60), ('patrick vallance', 57), ('stuart varney', 56), ('prof hassan vally', 55), ('valerie crabtree', 54), ('saule omarova', 53), ('marcia o malley', 52), ('anastasia vasilyeva', 52), ('imani del valle', 52), ('alessandro vespignani', 52), ('joyce vance', 52), ('anastasia vasilieva', 52), ('richard vautrey', 52), ('vaselech lyons', 51), ('debra vasalech lyons', 50), ('debra vaselech lyons', 50), ('ousmane faye', 50)]",na,,,,,,,,,,,,,,
3909,oz illinois,2,"[('oz', 90), ('caitlin orysko', 53), ('ian williams', 52), ('richard wilding obe', 50), ('william osler', 50), ('olga meridiano', 48), ('john ioannidis', 48), ('ms ong', 47), ('jose felix oletta', 47), ('ilhan omar', 46), ('ian wilson', 46), ('luciano orsini', 46), ('ira longini', 45), ('yoon in jin', 45), ('or vandline', 45), ('norah o donnell', 44), ('iain livingston', 44), ('w ian lipkin', 43), ('ingrid katz', 43), ('tom inglesby', 43)]",na,,,,,,,,,,,,,,
3911,p greg gulick,3,"[('greg hunt', 59), ('greg roth', 59), ('greg brew', 59), ('eric golnick', 56), ('greg brown', 54), ('gregory glenn', 54), ('gu su', 54), ('lawrence glickman', 53), ('perry link', 52), ('percio s gulko', 52), ('julie gerberding', 52), ('lacie gregory', 51), ('greg rigano', 50), ('greg martin', 50), ('george pink', 50), ('greg abbott', 50), ('grace fusco', 50), ('david gregg', 50), ('gregg gonsalves', 50), ('patrick', 50)]",na,,,,,,,,,,,,,,
3912,pablo gonzalez,2,"[('ana silvia gonzalez reiche', 86), ('juan jorge gonzalez armengol', 86), ('lorenzo gonzalez', 73), ('laura gonzalez', 71), ('hector gonzalez', 69), ('paul', 68), ('al gore', 64), ('pablo tebas', 59), ('paul spoonley', 59), ('paul zeitz', 58), ('sally goza', 58), ('paul gosar', 58), ('paul calle', 58), ('prabhu gounder', 57), ('paul kane', 57), ('paul earley', 56), ('leo poon', 56), ('paolo benanti', 52), ('o grady', 51), ('philip goulder', 50)]",na,,,,,,,,,,,,,,
3924,papa giovanni,2,"[('giovanni', 90), ('giovanni rezza', 72), ('giovanni orsina', 72), ('azra ghani', 61), ('gibson', 60), ('enrico giovannini', 60), ('ashraf ghani', 56), ('paula cannon', 56), ('giuliani', 56), ('karan girotra', 54), ('rebecca givan', 54), ('giorgio palu', 53), ('parissa haghirian', 53), ('paolo cruciani', 52), ('paul simon', 52), ('paul evans', 52), ('pia daniel', 52), ('raj govindaiah', 52), ('paul gosar', 52), ('govind persad', 51)]",na,,,,,,,,,,,,,,"A hospital , https://kslnewsradio.com/1921643/coronavirus-hospital-italy/"
3926,park ho hwan,3,"[('david ho', 86), ('hahn', 68), ('sara hogan', 64), ('mark hyman', 64), ('ho pak leung', 64), ('park sang in', 64), ('rod hochman', 61), ('larry hogan', 61), ('howard markel', 61), ('koh yu hwan', 61), ('han', 60), ('johan van hoof', 59), ('patrick soon shiong', 58), ('dan patrick', 58), ('mark handley', 58), ('warren hogan', 58), ('john palmer', 58), ('patrick corrigan', 57), ('harsh vardhan', 56), ('aki hiro sato', 56)]",na,,,,,,,,,,,,,,
3935,paterson,1,"[('jordan peterson', 79), ('peter sporn', 74), ('peter', 72), ('robin patel', 70), ('pete', 68), ('peter osborne', 67), ('perrone', 67), ('patricia stone', 64), ('peter robinson', 64), ('peter stein', 63), ('peter beilenson', 61), ('puck van kasteren', 60), ('simon perry', 60), ('peter dutton', 60), ('peter katona', 60), ('peter slavin', 60), ('piers morgan', 60), ('perlstein', 59), ('ron paul', 59), ('palli thordarson', 58)]",na,,,,,,,,,,,,,,
3938,patricia flood,2,"[('patricia n whitley williams', 86), ('patricia lohr', 81), ('patrick', 77), ('pat lord', 75), ('patricia stone', 71), ('patricia frazier', 69), ('patrick penfield', 67), ('patrice louvet', 64), ('priscilla wald', 64), ('patrick vogt', 62), ('dan patrick', 61), ('patrick j toomey', 60), ('fox', 60), ('marcia flicker', 57), ('patrick borgen', 57), ('patrick walker', 57), ('liam fox', 56), ('richard fording', 55), ('patrick soon shiong', 55), ('chandra ford', 54)]",na,,,,,,,,,,,,,,
3943,patrick,1,"[('patrick vallance', 90), ('patrick soon shiong', 90), ('patrick vogt', 90), ('dan patrick', 90), ('patrick penfield', 90), ('patrick armstrong', 90), ('patrick j toomey', 90), ('patrick corrigan', 90), ('patrick borgen', 90), ('patrick walker', 90), ('patrick battey', 90), ('patricia stone', 77), ('patricia frazier', 77), ('patrice louvet', 77), ('patricia flood', 77), ('patrice harris', 77), ('patricia n whitley williams', 77), ('marya patrice sherron', 77), ('patricia lohr', 77), ('mary prunicki', 64)]",na,,,,,,,,,,,,,,
3961,paul davis,2,"[('davis', 90), ('paul', 90), ('shane paul mcghie', 86), ('paul friedrichs', 86), ('gen paul friedrichs', 86), ('marybeth davis baggett', 86), ('paul komesaroff', 86), ('jean paul rodrigue', 86), ('paul sandle london', 86), ('paul casey', 70), ('paul levinson', 70), ('paul evans', 70), ('st paul', 69), ('david pawlowski', 68), ('paul ramsey', 67), ('paul rhodes', 67), ('brian davis', 67), ('paul sax', 67), ('muntu davis', 67), ('paul franks', 67)]",na,,,,,,,,,,,,,,https://pauldavis.com/covid-19-cleaning-for-commercial-buildings/
3975,paul lynn,2,"[('paul', 90), ('shane paul mcghie', 86), ('jean paul mira', 86), ('paul klenerman', 86), ('paul biddinger', 86), ('paul friedrichs', 86), ('gen paul friedrichs', 86), ('paul pottinger', 86), ('paul komesaroff', 86), ('jean paul rodrigue', 86), ('paul sandle london', 86), ('paul kelly', 74), ('paul levinson', 73), ('paul earley', 70), ('st paul', 69), ('paula cannon', 67), ('ron paul', 67), ('paul kane', 67), ('paul spoonley', 64), ('paul sax', 64)]",na,,,,,,,,,,,,,,
3980,paul ramsey,2,"[('paul', 90), ('st paul', 86), ('shane paul mcghie', 86), ('paul casey', 86), ('gen paul friedrichs', 86), ('jean paul rodrigue', 86), ('paul sandle london', 86), ('paul earley', 73), ('paul franks', 73), ('paul tambyah', 70), ('paul kane', 70), ('paul mckay', 67), ('paul spoonley', 67), ('janine ramsey', 67), ('paul kelly', 67), ('paul evans', 67), ('paul williams', 67), ('paul davis', 67), ('paul calle', 67), ('rhea paul', 66)]",na,,a location,,,,,,,,,,,,
3981,paul rhodes,2,"[('paul', 90), ('st paul', 86), ('shane paul mcghie', 86), ('gen paul friedrichs', 86), ('jean paul rodrigue', 86), ('paul sandle london', 86), ('rhea paul', 76), ('ron paul', 70), ('paul stoffels', 67), ('paul evans', 67), ('paul davis', 67), ('paul gosar', 67), ('rand paul', 66), ('paul earley', 64), ('paul ramsey', 64), ('paul sax', 64), ('paul hunter', 64), ('paul franks', 64), ('phil roe', 63), ('raul roa', 63)]",na,,,,,,,,,,,,,,
3987,paul stewart,2,"[('paul', 90), ('st paul', 86), ('ron paul', 86), ('gen paul friedrichs', 86), ('paul sax', 86), ('jean paul rodrigue', 86), ('paul sandle london', 86), ('charles stewart iii', 86), ('paul nestadt', 75), ('charles stewart', 74), ('paul gosar', 73), ('paul earley', 70), ('paul hunter', 70), ('kristen stewart', 70), ('hal stern', 67), ('paul stoffels', 64), ('rhea paul', 64), ('paul casey', 64), ('paul zeitz', 64), ('paul evans', 64)]",na,,,,,,,,,,,,,,
3997,pence,1,"[('mike pence', 90), ('karen pence', 90), ('german peces barba', 72), ('antonio pensenti', 72), ('eli perencevich', 72), ('perrone', 67), ('pete', 67), ('peter', 60), ('maria pena', 60), ('lori peek', 60), ('eric cioe pena', 60), ('carol chiung hui peng', 60), ('the diamond princess', 54), ('peter shulman', 54), ('steven keith platt', 54), ('pete buttigieg', 54), ('penny wheeler', 54), ('peter osborne', 54), ('peter stein', 54), ('peter piot', 54)]",na,,,,,,,,,,,,,,
4005,perrone,1,"[('perry pong', 71), ('david pierre', 69), ('marya patrice sherron', 69), ('pence', 67), ('paterson', 67), ('pierre chan', 66), ('kaiser permanente', 64), ('beatriz perondi', 64), ('craig pirrong', 64), ('eli perencevich', 64), ('pietro', 62), ('roger porter', 61), ('peter osborne', 60), ('simon perry', 60), ('perry link', 59), ('peter robinson', 57), ('peter donnelly', 57), ('josh petrie', 56), ('peter sporn', 56), ('dolly parton', 56)]",na,,,,,,,,,,,,,,
